-23.2,1.29908E-06
-23.04,2.74354E-06
-22.9,1.31865E-05
-22.74,2.58427E-05
-22.58,7.64041E-05
-22.42,0.000103036
-22.28,0.000217602
-22.12,0.000293449
-21.96,0.000459555
-21.82,0.000805089
-21.66,0.001169989
-21.5,0.0015778
-21.36,0.002380254
-21.2,0.003092144
-21.04,0.00359083
-20.88,0.004493631
-20.74,0.005026882
-20.58,0.005837592
-20.42,0.006530329
-20.28,0.007872341
-20.12,0.008483429
-19.98,0.008806538
-19.82,0.009851594
-19.66,0.011020665
-19.5,0.01187614
-19.36,0.012328467
-19.2,0.013791465
-19.04,0.013791465
-18.9,0.014316741
-18.74,0.016625672
-18.58,0.014862023
-18.42,0.013791465
-18.28,0.017258895
-18.12,0.018598611
-17.96,0.014862023
-17.8,0.016015683
-17.66,0.016625672
-17.5,0.021598102
-17.34,0.02416111
-17.2,0.025081335
-17.04,0.016625672
-16.9,0.020042323
-16.74,0.019306977
-16.58,0.026036609
-16.42,0.05102608
-16.28,0.006059929
-16.12,0.031387249
